timestamp,temperature,pressure,vibration,current_draw,temp_roll_mean,temp_roll_std,hour_of_day,day_of_week,anomaly,anomaly_type
2024-01-01 03:10:00,55.6,3.0,2.001,10.02,55.69,1.244,3,0,0,normal
2024-01-01 03:15:00,57.43,2.839,1.394,9.22,56.14,1.314,3,0,0,normal
2024-01-01 03:20:00,58.08,2.879,1.735,9.56,56.33,1.515,3,0,0,normal
2024-01-01 03:25:00,57.4,2.978,2.07,9.39,56.8,1.271,3,0,0,normal
2024-01-01 03:30:00,57.06,2.836,1.691,9.22,56.74,1.242,3,0,0,normal
2024-01-01 03:35:00,56.84,3.039,2.102,10.09,57.07,0.834,3,0,0,normal
2024-01-01 03:40:00,55.42,3.043,2.076,10.19,57.04,0.898,3,0,0,normal
2024-01-01 03:45:00,56.33,3.001,1.78,9.96,56.86,0.914,3,0,0,normal
2024-01-01 03:50:00,56.65,2.886,1.679,9.34,56.62,0.688,3,0,0,normal
2024-01-01 03:55:00,58.47,3.087,1.735,9.92,56.79,0.998,3,0,0,normal
2024-01-01 04:00:00,59.16,3.224,2.533,10.04,57.15,1.399,4,0,0,normal
2024-01-01 04:05:00,56.64,3.074,2.375,11.66,57.11,1.41,4,0,0,normal
2024-01-01 04:10:00,68.09601092781341,3.104,2.025,27.46417241163772,57.73,1.335,4,0,1,current_overload
2024-01-01 04:15:00,58.29,3.081,1.878,10.44,58.06,1.152,4,0,0,normal
2024-01-01 04:20:00,57.94,3.108,2.023,11.06,58.27,0.935,4,0,0,normal
2024-01-01 04:25:00,59.49,3.057,2.049,11.1,58.44,1.062,4,0,0,normal
2024-01-01 04:30:00,59.99,3.065,1.751,10.96,58.58,1.216,4,0,0,normal
2024-01-01 04:35:00,59.87,3.142,2.016,10.44,59.12,0.841,4,0,0,normal
2024-01-01 04:40:00,57.74,3.258,2.264,11.57,58.89,1.01,4,0,0,normal
2024-01-01 04:45:00,58.38,2.96,1.64,10.16,58.9,1.0,4,0,0,normal
2024-01-01 04:50:00,59.15,3.064,2.165,10.26,59.1,0.882,4,0,0,normal
2024-01-01 04:55:00,59.92,2.979,2.275,10.95,59.18,0.936,4,0,0,normal
2024-01-01 05:00:00,59.99,3.299,2.129,11.81,59.18,0.935,5,0,0,normal
2024-01-01 05:05:00,60.34,3.126,2.58,13.06,59.25,1.021,5,0,0,normal
2024-01-01 05:10:00,59.23,3.058,2.103,11.86,59.5,0.716,5,0,0,normal
2024-01-01 05:15:00,59.13,3.226,2.329,13.23,59.63,0.521,5,0,0,normal
2024-01-01 05:20:00,61.54,3.316,2.18,12.96,60.02,0.875,5,0,0,normal
2024-01-01 05:25:00,62.19,3.23,2.18,13.06,60.4,1.237,5,0,0,normal
2024-01-01 05:30:00,60.47,3.195,2.118,13.39,60.48,1.22,5,0,0,normal
2024-01-01 05:35:00,61.77,3.212,2.381,12.49,60.72,1.321,5,0,0,normal
2024-01-01 05:40:00,61.0,3.294,2.411,11.94,61.01,1.102,5,0,0,normal
2024-01-01 05:45:00,59.79,3.111,2.228,12.4,61.12,0.888,5,0,0,normal
2024-01-01 05:50:00,60.99,3.174,1.969,12.16,61.03,0.865,5,0,0,normal
2024-01-01 05:55:00,77.34342697301119,3.147,8.26555995917909,12.09,61.07,0.925,5,0,1,vibration_surge
2024-01-01 06:00:00,62.46,3.195,2.584,14.08,61.4,1.02,6,0,0,normal
2024-01-01 06:05:00,77.5408767433788,3.263,11.995117232080709,13.84,61.84,1.6,6,0,1,vibration_surge
2024-01-01 06:10:00,59.36,3.379,2.873,13.62,61.56,1.886,6,0,0,normal
2024-01-01 06:15:00,63.49,3.337,2.187,13.88,62.18,1.791,6,0,0,normal
2024-01-01 06:20:00,62.61,3.344,2.057,14.27,62.45,1.696,6,0,0,normal
2024-01-01 06:25:00,62.14,3.305,2.354,14.48,62.41,1.701,6,0,0,normal
2024-01-01 06:30:00,62.61,3.336,2.642,13.2,62.43,1.703,6,0,0,normal
2024-01-01 06:35:00,60.12,3.231,2.289,13.85,61.72,1.615,6,0,0,normal
2024-01-01 06:40:00,62.24,3.272,2.304,13.93,62.2,1.126,6,0,0,normal
2024-01-01 06:45:00,62.93,3.313,2.69,13.41,62.11,1.016,6,0,0,normal
2024-01-01 06:50:00,64.28,3.321,2.593,13.94,62.39,1.353,6,0,0,normal
2024-01-01 06:55:00,61.88,3.325,2.575,14.07,62.34,1.366,6,0,0,normal
2024-01-01 07:00:00,63.47,3.393,2.915,15.81,62.49,1.443,7,0,0,normal
2024-01-01 07:05:00,63.84,3.375,2.674,15.59,63.11,0.931,7,0,0,normal
2024-01-01 07:10:00,65.54,3.658,2.683,15.11,63.66,1.24,7,0,0,normal
2024-01-01 07:15:00,64.84,3.479,2.921,16.56,63.98,1.261,7,0,0,normal
2024-01-01 07:20:00,69.24825372541162,3.441,10.182962111081041,15.97,63.9,1.253,7,0,1,vibration_surge
2024-01-01 07:25:00,65.06,3.39,2.33,15.83,64.43,0.83,7,0,0,normal
2024-01-01 07:30:00,64.56,3.373,2.672,16.06,64.61,0.687,7,0,0,normal
2024-01-01 07:35:00,65.61,3.4,2.945,15.68,64.9,0.671,7,0,0,normal
2024-01-01 07:40:00,86.95297535438195,3.435,2.81,23.69864380808393,64.58,0.762,7,0,1,temperature_spike
2024-01-01 07:45:00,64.05,3.262,2.93,15.58,64.45,0.776,7,0,0,normal
2024-01-01 07:50:00,63.97,3.288,2.356,15.55,64.48,0.751,7,0,0,normal
2024-01-01 07:55:00,62.69,3.363,2.822,15.87,64.08,0.974,7,0,0,normal
2024-01-01 08:00:00,66.61,3.528,3.131,17.79,64.42,1.428,8,0,0,normal
2024-01-01 08:05:00,66.57,3.493,2.73,17.76,64.58,1.628,8,0,0,normal
2024-01-01 08:10:00,66.26,3.631,3.172,17.3,65.02,1.669,8,0,0,normal
2024-01-01 08:15:00,65.97,3.395,2.978,17.26,65.34,1.628,8,0,0,normal
2024-01-01 08:20:00,64.56,3.455,3.614,17.35,65.44,1.546,8,0,0,normal
2024-01-01 08:25:00,65.75,3.637,2.565,17.49,65.95,0.761,8,0,0,normal
2024-01-01 08:30:00,65.84,3.527,3.274,17.65,65.82,0.69,8,0,0,normal
2024-01-01 08:35:00,65.29,3.588,2.921,16.88,65.61,0.607,8,0,0,normal
2024-01-01 08:40:00,66.06,3.682,2.677,17.66,65.58,0.568,8,0,0,normal
2024-01-01 08:45:00,66.74,3.463,2.895,17.17,65.71,0.736,8,0,0,normal
2024-01-01 08:50:00,68.52,3.512,3.055,17.33,66.37,1.155,8,0,0,normal
2024-01-01 08:55:00,66.46,3.499,3.207,17.69,66.49,1.115,8,0,0,normal
2024-01-01 09:00:00,68.12,3.448,3.551,18.62,66.86,1.233,9,0,0,normal
2024-01-01 09:05:00,67.72,3.58,3.491,18.7,67.27,0.987,9,0,0,normal
2024-01-01 09:10:00,65.5,3.676,3.014,18.05,67.18,1.137,9,0,0,normal
2024-01-01 09:15:00,67.78,3.65,3.433,18.99,67.35,1.136,9,0,0,normal
2024-01-01 09:20:00,67.88,3.657,3.285,18.59,67.24,1.03,9,0,0,normal
2024-01-01 09:25:00,70.76,3.578,3.076,18.31,67.96,1.674,9,0,0,normal
2024-01-01 09:30:00,67.58,3.556,3.165,18.79,67.87,1.678,9,0,0,normal
2024-01-01 09:35:00,68.17,3.711,3.065,19.54,67.94,1.68,9,0,0,normal
2024-01-01 09:40:00,80.14094103295011,4.236460379717091,6.477020510996579,23.513378007833957,68.32,1.212,9,0,1,multi_sensor_drift
2024-01-01 09:45:00,66.4,3.634,3.061,17.84,68.09,1.443,9,0,0,normal
2024-01-01 09:50:00,69.18,3.624,3.002,19.59,68.31,1.5,9,0,0,normal
2024-01-01 09:55:00,68.71,3.729,3.303,18.46,67.97,0.969,9,0,0,normal
2024-01-01 10:00:00,69.95,3.754,3.492,19.29,68.36,1.227,10,0,0,normal
2024-01-01 10:05:00,67.91,3.573,3.329,19.14,68.32,1.24,10,0,0,normal
2024-01-01 10:10:00,70.68,3.583,3.64,19.8,68.81,1.52,10,0,0,normal
2024-01-01 10:15:00,67.32,3.725,3.314,20.5,68.96,1.254,10,0,0,normal
2024-01-01 10:20:00,69.7,3.674,3.305,18.86,69.05,1.29,10,0,0,normal
2024-01-01 10:25:00,71.63,3.643,3.498,19.15,69.53,1.641,10,0,0,normal
2024-01-01 10:30:00,67.81,3.761,3.34,19.02,69.18,1.76,10,0,0,normal
2024-01-01 10:35:00,79.40000093608387,3.696,3.383,35.387171407118736,69.24,1.708,10,0,1,current_overload
2024-01-01 10:40:00,69.12,3.685,2.862,19.81,68.98,1.557,10,0,0,normal
2024-01-01 10:45:00,68.4,3.744,3.369,20.01,69.16,1.378,10,0,0,normal
2024-01-01 10:50:00,67.14,3.652,3.001,19.58,68.74,1.562,10,0,0,normal
2024-01-01 10:55:00,69.08,3.808,3.122,20.46,68.31,0.759,10,0,0,normal
2024-01-01 11:00:00,68.47,3.66,3.199,19.51,68.42,0.719,11,0,0,normal
2024-01-01 11:05:00,70.32,3.776,3.257,19.38,68.75,1.049,11,0,0,normal
2024-01-01 11:10:00,68.65,3.839,3.356,20.53,68.68,1.034,11,0,0,normal
2024-01-01 11:15:00,90.5498369681403,4.663641537946809,7.127462549493395,28.895037739689343,69.21,1.559,11,0,1,multi_sensor_drift
2024-01-01 11:20:00,99.10270415287559,3.698,3.599,25.36112307860738,69.49,1.229,11,0,1,temperature_spike
2024-01-01 11:25:00,69.36,3.817,3.51,19.64,69.54,1.215,11,0,0,normal
2024-01-01 11:30:00,70.73,3.819,3.086,19.92,69.91,1.169,11,0,0,normal
2024-01-01 11:35:00,68.27,3.713,3.483,19.47,69.57,1.316,11,0,0,normal
2024-01-01 11:40:00,70.02,3.669,3.53,19.29,69.8,1.24,11,0,0,normal
2024-01-01 11:45:00,71.32,3.804,3.4,19.69,69.75,1.158,11,0,0,normal
2024-01-01 11:50:00,67.82,3.823,3.454,19.26,69.59,1.37,11,0,0,normal
2024-01-01 11:55:00,69.97,3.635,3.504,20.11,69.69,1.372,11,0,0,normal
2024-01-01 12:00:00,70.32,3.646,3.653,19.03,69.62,1.32,12,0,0,normal
2024-01-01 12:05:00,70.94,3.761,3.185,20.05,70.07,1.221,12,0,0,normal
2024-01-01 12:10:00,68.52,3.794,3.451,20.26,69.82,1.376,12,0,0,normal
2024-01-01 12:15:00,68.42,3.72,3.802,19.95,69.33,1.245,12,0,0,normal
2024-01-01 12:20:00,70.63,3.799,3.783,20.55,69.8,1.08,12,0,0,normal
2024-01-01 12:25:00,70.36,3.688,3.67,19.31,69.87,1.104,12,0,0,normal
2024-01-01 12:30:00,70.31,3.576,3.607,19.65,69.86,1.103,12,0,0,normal
2024-01-01 12:35:00,70.42,3.711,3.831,19.83,69.78,1.018,12,0,0,normal
2024-01-01 12:40:00,69.19,3.751,3.884,20.36,69.89,0.881,12,0,0,normal
2024-01-01 12:45:00,70.28,3.724,3.474,20.11,70.2,0.51,12,0,0,normal
2024-01-01 12:50:00,70.36,3.653,3.306,21.07,70.15,0.475,12,0,0,normal
2024-01-01 12:55:00,69.15,3.601,3.446,19.6,69.95,0.608,12,0,0,normal
2024-01-01 13:00:00,71.99,3.692,4.085,19.1,70.23,1.039,13,0,0,normal
2024-01-01 13:05:00,70.32,3.805,3.152,20.69,70.21,1.037,13,0,0,normal
2024-01-01 13:10:00,68.32,3.834,3.372,19.08,70.07,1.248,13,0,0,normal
2024-01-01 13:15:00,70.54,3.829,3.183,20.14,70.11,1.261,13,0,0,normal
2024-01-01 13:20:00,68.58,3.669,3.491,19.31,69.82,1.393,13,0,0,normal
2024-01-01 13:25:00,70.69,3.642,3.225,18.76,70.07,1.388,13,0,0,normal
2024-01-01 13:30:00,71.14,3.774,3.444,19.61,69.93,1.182,13,0,0,normal
2024-01-01 13:35:00,68.77,3.786,3.076,20.25,69.67,1.248,13,0,0,normal
2024-01-01 13:40:00,70.91,3.767,3.589,19.18,70.1,1.129,13,0,0,normal
2024-01-01 13:45:00,70.25,3.574,3.71,20.08,70.06,1.112,13,0,0,normal
2024-01-01 13:50:00,70.74,3.666,3.389,20.18,70.41,0.86,13,0,0,normal
2024-01-01 13:55:00,72.03,3.733,3.439,19.16,70.64,1.088,13,0,0,normal
2024-01-01 14:00:00,68.71,3.735,3.333,19.08,70.23,1.297,14,0,0,normal
2024-01-01 14:05:00,68.1,3.757,3.402,19.98,70.12,1.466,14,0,0,normal
2024-01-01 14:10:00,67.93,3.707,3.358,19.52,69.62,1.639,14,0,0,normal
2024-01-01 14:15:00,68.02,3.722,3.52,19.07,69.25,1.72,14,0,0,normal
2024-01-01 14:20:00,68.91,3.703,3.613,19.4,68.95,1.559,14,0,0,normal
2024-01-01 14:25:00,69.41,3.751,3.203,18.85,68.51,0.592,14,0,0,normal
2024-01-01 14:30:00,69.33,3.721,3.304,19.75,68.62,0.681,14,0,0,normal
2024-01-01 14:35:00,69.99,3.702,3.546,19.75,68.93,0.818,14,0,0,normal
2024-01-01 14:40:00,79.69379082462308,4.976445354542999,5.61916418479837,29.19526843567347,69.11,0.656,14,0,1,multi_sensor_drift
2024-01-01 14:45:00,70.75,3.703,2.972,19.31,69.57,0.691,14,0,0,normal
2024-01-01 14:50:00,68.68,3.735,3.411,18.7,69.53,0.738,14,0,0,normal
2024-01-01 14:55:00,72.27,3.718,3.465,18.52,70.01,1.329,14,0,0,normal
2024-01-01 15:00:00,68.56,3.663,3.063,18.05,69.88,1.44,15,0,0,normal
2024-01-01 15:05:00,66.78,3.74,3.091,18.2,69.34,1.909,15,0,0,normal
2024-01-01 15:10:00,66.52,3.654,3.055,18.77,68.93,2.237,15,0,0,normal
2024-01-01 15:15:00,68.39,3.581,3.034,18.7,68.53,2.053,15,0,0,normal
2024-01-01 15:20:00,67.54,3.703,3.346,18.34,68.34,2.089,15,0,0,normal
2024-01-01 15:25:00,68.67,3.523,2.971,18.84,67.74,0.937,15,0,0,normal
2024-01-01 15:30:00,68.38,3.546,3.154,17.77,67.71,0.908,15,0,0,normal
2024-01-01 15:35:00,67.72,3.659,3.026,18.78,67.87,0.788,15,0,0,normal
2024-01-01 15:40:00,66.79,3.674,2.916,17.85,67.92,0.698,15,0,0,normal
2024-01-01 15:45:00,65.99,3.533,3.381,18.86,67.52,0.995,15,0,0,normal
2024-01-01 15:50:00,67.27,3.602,3.103,18.24,67.47,1.0,15,0,0,normal
2024-01-01 15:55:00,68.84,3.584,3.245,17.24,67.5,1.042,15,0,0,normal
2024-01-01 16:00:00,66.51,3.51,2.698,17.37,67.19,1.005,16,0,0,normal
2024-01-01 16:05:00,64.76,3.625,2.852,17.4,66.7,1.356,16,0,0,normal
2024-01-01 16:10:00,66.46,3.605,3.151,16.77,66.64,1.358,16,0,0,normal
2024-01-01 16:15:00,66.72,3.547,3.517,16.81,66.76,1.321,16,0,0,normal
2024-01-01 16:20:00,65.2,3.505,2.605,16.92,66.42,1.428,16,0,0,normal
2024-01-01 16:25:00,66.44,3.44,2.96,16.04,66.02,0.821,16,0,0,normal
2024-01-01 16:30:00,66.33,3.662,3.082,15.82,65.98,0.802,16,0,0,normal
2024-01-01 16:35:00,64.89,3.595,2.877,17.65,66.01,0.765,16,0,0,normal
2024-01-01 16:40:00,66.69,3.491,3.17,16.59,66.04,0.796,16,0,0,normal
2024-01-01 16:45:00,66.93,3.605,2.827,17.93,66.08,0.835,16,0,0,normal
2024-01-01 16:50:00,67.56,3.542,3.031,17.69,66.47,0.891,16,0,0,normal
2024-01-01 16:55:00,67.52,3.524,2.896,17.78,66.65,0.988,16,0,0,normal
2024-01-01 17:00:00,62.8,3.485,3.003,15.23,66.06,1.874,17,0,0,normal
2024-01-01 17:05:00,63.32,3.391,2.624,14.75,65.8,2.158,17,0,0,normal
2024-01-01 17:10:00,65.07,3.422,2.688,15.01,65.53,2.126,17,0,0,normal
2024-01-01 17:15:00,65.06,3.459,2.948,15.33,65.22,2.014,17,0,0,normal
2024-01-01 17:20:00,65.07,3.409,2.553,14.37,64.81,1.663,17,0,0,normal
2024-01-01 17:25:00,69.07,3.502,2.773,15.32,65.06,2.202,17,0,0,normal
2024-01-01 17:30:00,65.13,3.598,2.394,15.45,65.45,1.907,17,0,0,normal
2024-01-01 17:35:00,65.81,3.388,2.541,14.91,65.87,1.596,17,0,0,normal
2024-01-01 17:40:00,65.59,3.315,2.835,15.03,65.96,1.557,17,0,0,normal
2024-01-01 17:45:00,65.23,3.287,2.561,15.44,65.98,1.539,17,0,0,normal
2024-01-01 17:50:00,64.07,3.435,2.65,15.73,65.82,1.703,17,0,0,normal
2024-01-01 17:55:00,65.36,3.394,2.857,15.11,65.2,0.606,17,0,0,normal
2024-01-01 18:00:00,61.58,3.359,2.384,14.15,64.61,1.602,18,0,0,normal
2024-01-01 18:05:00,62.22,3.353,2.665,14.07,64.01,1.727,18,0,0,normal
2024-01-01 18:10:00,61.93,3.214,2.543,14.02,63.4,1.704,18,0,0,normal
2024-01-01 18:15:00,62.61,3.196,2.587,13.67,62.96,1.458,18,0,0,normal
2024-01-01 18:20:00,65.29,3.365,2.748,13.33,63.16,1.706,18,0,0,normal
2024-01-01 18:25:00,60.27,3.351,2.564,14.85,62.31,1.661,18,0,0,normal
2024-01-01 18:30:00,63.33,3.306,2.808,14.32,62.61,1.66,18,0,0,normal
2024-01-01 18:35:00,60.57,3.207,2.682,14.5,62.33,1.861,18,0,0,normal
2024-01-01 18:40:00,61.94,3.377,2.395,13.96,62.33,1.861,18,0,0,normal
2024-01-01 18:45:00,63.81,3.44,2.759,13.92,62.54,1.959,18,0,0,normal
2024-01-01 18:50:00,62.58,3.36,2.553,14.25,62.09,1.443,18,0,0,normal
2024-01-01 18:55:00,61.21,3.27,2.421,13.08,62.24,1.242,18,0,0,normal
2024-01-01 19:00:00,59.71,3.237,2.297,11.89,61.64,1.467,19,0,0,normal
2024-01-01 19:05:00,61.38,3.124,2.464,12.05,61.77,1.384,19,0,0,normal
2024-01-01 19:10:00,59.69,3.317,2.332,12.22,61.4,1.616,19,0,0,normal
2024-01-01 19:15:00,60.83,3.238,2.606,12.01,60.9,1.101,19,0,0,normal
2024-01-01 19:20:00,60.62,3.09,2.458,12.61,60.57,0.729,19,0,0,normal
2024-01-01 19:25:00,59.79,3.207,2.346,12.49,60.34,0.712,19,0,0,normal
2024-01-01 19:30:00,63.14,3.267,2.036,13.14,60.91,1.268,19,0,0,normal
2024-01-01 19:35:00,61.33,3.203,2.205,13.68,60.9,1.264,19,0,0,normal
2024-01-01 19:40:00,58.14,3.207,2.256,11.82,60.64,1.659,19,0,0,normal
2024-01-01 19:45:00,60.79,3.13,2.381,12.52,60.63,1.658,19,0,0,normal
2024-01-01 19:50:00,79.56240527126201,3.273,2.369,40.44485809691001,60.49,1.695,19,0,1,current_overload
2024-01-01 19:55:00,61.59,3.175,2.275,12.44,60.79,1.704,19,0,0,normal
2024-01-01 20:00:00,57.81,2.957,2.024,10.46,59.9,1.624,20,0,0,normal
2024-01-01 20:05:00,94.79697780457693,3.1,2.144,16.564857404990505,59.45,1.523,20,0,1,temperature_spike
2024-01-01 20:10:00,59.36,3.207,1.828,11.12,59.66,1.387,20,0,0,normal
2024-01-01 20:15:00,59.8,3.097,2.339,10.53,59.49,1.28,20,0,0,normal
2024-01-01 20:20:00,57.32,3.266,1.591,11.08,59.08,1.538,20,0,0,normal
2024-01-01 20:25:00,58.36,3.161,2.291,10.88,58.54,0.931,20,0,0,normal
2024-01-01 20:30:00,58.19,3.153,1.991,11.07,58.61,0.882,20,0,0,normal
2024-01-01 20:35:00,57.97,3.115,2.201,10.52,58.5,0.919,20,0,0,normal
2024-01-01 20:40:00,60.88,3.119,2.073,11.08,58.75,1.322,20,0,0,normal
2024-01-01 20:45:00,59.24,3.103,2.069,10.56,58.66,1.252,20,0,0,normal
2024-01-01 20:50:00,57.25,3.099,2.111,11.08,58.65,1.268,20,0,0,normal
2024-01-01 20:55:00,59.86,3.165,2.162,11.67,58.9,1.345,20,0,0,normal
2024-01-01 21:00:00,59.75,2.964,1.727,9.89,59.16,1.332,21,0,0,normal
2024-01-01 21:05:00,58.44,2.952,2.0,9.92,59.24,1.26,21,0,0,normal
2024-01-01 21:10:00,55.38,2.947,1.576,10.17,58.32,1.737,21,0,0,normal
2024-01-01 21:15:00,56.62,3.2,1.792,9.06,57.88,1.787,21,0,0,normal
2024-01-01 21:20:00,58.73,3.078,1.96,10.62,58.13,1.783,21,0,0,normal
2024-01-01 21:25:00,56.36,3.059,1.992,9.23,57.55,1.674,21,0,0,normal
2024-01-01 21:30:00,57.74,2.949,1.885,10.2,57.21,1.305,21,0,0,normal
2024-01-01 21:35:00,58.14,3.083,1.714,10.13,57.16,1.251,21,0,0,normal
2024-01-01 21:40:00,56.09,3.023,1.972,9.31,57.28,1.07,21,0,0,normal
2024-01-01 21:45:00,57.13,3.048,1.659,10.26,57.36,1.027,21,0,0,normal
2024-01-01 21:50:00,53.32,2.952,2.143,10.01,56.46,1.728,21,0,0,normal
2024-01-01 21:55:00,55.98,3.042,1.776,10.7,56.4,1.739,21,0,0,normal
2024-01-01 22:00:00,55.71,2.931,1.326,8.9,56.06,1.62,22,0,0,normal
2024-01-01 22:05:00,54.52,2.903,1.395,8.75,55.46,1.343,22,0,0,normal
2024-01-01 22:10:00,57.97,3.022,1.643,8.55,55.77,1.694,22,0,0,normal
2024-01-01 22:15:00,54.3,2.839,1.662,7.93,55.3,1.632,22,0,0,normal
2024-01-01 22:20:00,55.49,3.007,2.028,8.64,55.66,1.315,22,0,0,normal
2024-01-01 22:25:00,56.17,3.015,1.426,8.67,55.69,1.327,22,0,0,normal
2024-01-01 22:30:00,57.74,2.889,1.642,8.93,56.03,1.57,22,0,0,normal
2024-01-01 22:35:00,54.29,2.893,1.422,8.09,55.99,1.615,22,0,0,normal
2024-01-01 22:40:00,57.41,2.94,1.535,8.68,55.9,1.489,22,0,0,normal
2024-01-01 22:45:00,56.03,2.979,1.971,9.09,56.19,1.267,22,0,0,normal
2024-01-01 22:50:00,54.84,2.944,1.407,9.14,56.08,1.363,22,0,0,normal
2024-01-01 22:55:00,56.57,2.99,1.751,7.87,56.15,1.378,22,0,0,normal
2024-01-01 23:00:00,55.5,3.055,1.613,8.56,55.77,1.142,23,0,0,normal
2024-01-01 23:05:00,54.54,2.872,1.529,8.08,55.82,1.079,23,0,0,normal
2024-01-01 23:10:00,55.35,2.775,1.638,8.11,55.47,0.747,23,0,0,normal
2024-01-01 23:15:00,54.8,2.977,1.302,7.02,55.27,0.732,23,0,0,normal
2024-01-01 23:20:00,55.4,3.045,1.865,8.95,55.36,0.701,23,0,0,normal
2024-01-01 23:25:00,56.06,2.94,1.919,8.29,55.28,0.538,23,0,0,normal
2024-01-01 23:30:00,57.17,2.821,1.543,7.44,55.55,0.95,23,0,0,normal
2024-01-01 23:35:00,53.78,2.897,2.019,8.39,55.43,1.144,23,0,0,normal
2024-01-01 23:40:00,57.83,2.816,1.454,8.38,55.84,1.501,23,0,0,normal
2024-01-01 23:45:00,52.92,2.956,1.614,8.82,55.53,1.903,23,0,0,normal
2024-01-01 23:50:00,55.08,2.796,1.82,8.05,55.47,1.912,23,0,0,normal
2024-01-01 23:55:00,55.97,2.879,1.442,8.21,55.46,1.907,23,0,0,normal
2024-01-02 00:00:00,55.35,2.808,1.224,7.68,55.16,1.715,0,1,0,normal
2024-01-02 00:05:00,54.26,2.897,1.178,8.3,55.24,1.648,0,1,0,normal
2024-01-02 00:10:00,54.76,2.857,1.912,7.61,54.72,1.052,0,1,0,normal
2024-01-02 00:15:00,54.42,2.899,1.394,7.55,54.97,0.633,0,1,0,normal
2024-01-02 00:20:00,54.3,2.886,1.463,7.97,54.84,0.685,0,1,0,normal
2024-01-02 00:25:00,56.03,2.804,1.277,7.39,54.85,0.704,0,1,0,normal
2024-01-02 00:30:00,55.44,2.932,1.69,8.8,54.87,0.718,0,1,0,normal
2024-01-02 00:35:00,54.18,2.877,1.344,8.96,54.85,0.732,0,1,0,normal
